epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,1129.65,0.68835,0.91641,1.2126,0.82209,0.85824,0.88535,0.74463,0.6879,0.99321,1.44921,0.0038125,0.0038125,0.0038125
127,1137.83,0.69014,0.93546,1.20674,0.85222,0.85798,0.88654,0.68425,0.92386,1.04911,1.61429,0.003763,0.003763,0.003763
128,1146.42,0.67226,0.90123,1.20643,0.84739,0.84807,0.89192,0.75547,0.67603,0.93168,1.43033,0.0037135,0.0037135,0.0037135
129,1155.23,0.68065,0.88467,1.18828,0.816,0.85204,0.88771,0.70608,0.8619,1.13234,1.54918,0.003664,0.003664,0.003664
130,1164.04,0.68288,0.91535,1.21169,0.84275,0.88189,0.90193,0.74068,0.77768,0.87825,1.48293,0.0036145,0.0036145,0.0036145
131,1172.97,0.66974,0.8928,1.19072,0.79034,0.82657,0.85947,0.72577,0.65971,1.08043,1.40143,0.003565,0.003565,0.003565
132,1182.11,0.67682,0.9004,1.19542,0.83136,0.81498,0.8393,0.67422,0.83399,1.23245,1.51342,0.0035155,0.0035155,0.0035155
133,1190.78,0.68926,0.90565,1.19929,0.88173,0.80841,0.86413,0.72541,0.71389,1.18283,1.45408,0.003466,0.003466,0.003466
134,1199.62,0.66831,0.9012,1.19474,0.84276,0.84147,0.88406,0.75262,0.67397,1.028,1.42215,0.0034165,0.0034165,0.0034165
135,1208.55,0.68672,0.90386,1.19761,0.83522,0.89663,0.90307,0.75447,0.7646,0.8897,1.45677,0.003367,0.003367,0.003367
136,1217.43,0.66845,0.89624,1.19603,0.82822,0.88103,0.89689,0.75039,0.71277,0.93504,1.46772,0.0033175,0.0033175,0.0033175
137,1226.42,0.65987,0.87695,1.18462,0.81776,0.84153,0.88331,0.75192,0.64804,1.04423,1.44296,0.003268,0.003268,0.003268
138,1235.24,0.66855,0.88332,1.19589,0.85438,0.84396,0.89162,0.75053,0.70098,1.0932,1.4382,0.0032185,0.0032185,0.0032185
139,1244.14,0.65661,0.88282,1.17769,0.84279,0.78682,0.84867,0.72774,0.64594,1.13142,1.39245,0.003169,0.003169,0.003169
140,1253.15,0.67637,0.90012,1.20463,0.84044,0.87147,0.90683,0.76398,0.68605,1.10339,1.41915,0.0031195,0.0031195,0.0031195
141,1262,0.65327,0.87532,1.18767,0.84017,0.86594,0.9024,0.76714,0.64165,0.92972,1.41263,0.00307,0.00307,0.00307
142,1270.85,0.66044,0.89052,1.18632,0.85209,0.84783,0.8926,0.78546,0.58597,1.02967,1.37289,0.0030205,0.0030205,0.0030205
143,1279.58,0.66602,0.90937,1.20289,0.85857,0.85644,0.89545,0.72736,0.79821,0.98232,1.5146,0.002971,0.002971,0.002971
144,1287.76,0.6539,0.89299,1.18117,0.83755,0.87163,0.9005,0.7512,0.75833,0.94203,1.46653,0.0029215,0.0029215,0.0029215
145,1295.99,0.66406,0.89374,1.18922,0.82102,0.84597,0.88256,0.72964,0.71867,0.95037,1.4427,0.002872,0.002872,0.002872
146,1304.43,0.65354,0.87284,1.18256,0.84609,0.87209,0.89413,0.76144,0.64873,0.93306,1.39451,0.0028225,0.0028225,0.0028225
147,1312.57,0.64963,0.86499,1.19029,0.83888,0.85928,0.88297,0.73445,0.74486,0.93922,1.4644,0.002773,0.002773,0.002773
148,1320.71,0.65575,0.88116,1.18599,0.80017,0.88528,0.89057,0.74086,0.70576,0.96766,1.43025,0.0027235,0.0027235,0.0027235
149,1328.79,0.65603,0.8799,1.18259,0.84182,0.85568,0.89468,0.74088,0.68709,0.93719,1.44879,0.002674,0.002674,0.002674
150,1337.7,0.63822,0.85738,1.17163,0.8643,0.89334,0.90332,0.72406,0.84191,0.94165,1.50981,0.0026245,0.0026245,0.0026245
151,1346.5,0.66269,0.88974,1.19246,0.83744,0.82134,0.87923,0.73006,0.69821,1.11676,1.41638,0.002575,0.002575,0.002575
152,1355.4,0.65922,0.89605,1.19441,0.87424,0.86275,0.91036,0.75396,0.77775,1.00724,1.48247,0.0025255,0.0025255,0.0025255
153,1364.35,0.64368,0.87203,1.19129,0.84645,0.87226,0.9008,0.75391,0.69591,1.02683,1.42114,0.002476,0.002476,0.002476
154,1373.11,0.64755,0.84964,1.17861,0.88089,0.85526,0.90309,0.7532,0.73035,0.92758,1.44487,0.0024265,0.0024265,0.0024265
155,1382.04,0.66013,0.88147,1.19553,0.84776,0.85606,0.89437,0.73968,0.73439,1.03014,1.4361,0.002377,0.002377,0.002377
156,1391.05,0.65712,0.86475,1.18596,0.8726,0.82543,0.89247,0.73603,0.741,1.0914,1.44461,0.0023275,0.0023275,0.0023275
157,1399.44,0.6532,0.86842,1.18377,0.83953,0.86447,0.90756,0.76063,0.69364,0.98935,1.41207,0.002278,0.002278,0.002278
158,1408.26,0.63807,0.83265,1.1667,0.81038,0.88042,0.90701,0.73622,0.76938,0.98092,1.49181,0.0022285,0.0022285,0.0022285
159,1417.53,0.64079,0.86064,1.18125,0.85807,0.83771,0.89728,0.74354,0.72752,0.99182,1.45105,0.002179,0.002179,0.002179
160,1426.34,0.63212,0.86721,1.17379,0.84608,0.83199,0.90052,0.75209,0.73176,1.13638,1.44592,0.0021295,0.0021295,0.0021295
161,1435.38,0.64602,0.85513,1.17894,0.85268,0.83404,0.88935,0.75435,0.68398,1.14868,1.40849,0.00208,0.00208,0.00208
162,1444.32,0.64717,0.87223,1.18754,0.84349,0.83512,0.89168,0.74953,0.71608,1.11482,1.42428,0.0020305,0.0020305,0.0020305
163,1453.23,0.63441,0.8425,1.17196,0.87308,0.85946,0.90602,0.75881,0.71563,0.97794,1.42962,0.001981,0.001981,0.001981
164,1462.14,0.62489,0.84094,1.16604,0.86321,0.83538,0.89564,0.7451,0.73511,1.13496,1.44502,0.0019315,0.0019315,0.0019315
165,1471.09,0.64397,0.84816,1.18984,0.8393,0.86954,0.90993,0.75446,0.76299,0.96731,1.47541,0.001882,0.001882,0.001882
166,1479.92,0.64043,0.84086,1.17596,0.85793,0.83813,0.88693,0.7443,0.7163,1.05807,1.42753,0.0018325,0.0018325,0.0018325
167,1488.81,0.64487,0.85387,1.18337,0.85433,0.86964,0.90508,0.76716,0.66997,0.94013,1.39949,0.001783,0.001783,0.001783
168,1497.6,0.64569,0.86866,1.18677,0.86373,0.87338,0.90001,0.78606,0.60931,0.92483,1.35933,0.0017335,0.0017335,0.0017335
169,1506.44,0.63933,0.84512,1.17653,0.86847,0.88934,0.90834,0.75284,0.75833,0.90589,1.46701,0.001684,0.001684,0.001684
170,1515.33,0.63728,0.86554,1.17712,0.82454,0.8551,0.8928,0.74734,0.71278,0.97816,1.43469,0.0016345,0.0016345,0.0016345
171,1524.32,0.61292,0.82703,1.16113,0.84533,0.86185,0.90267,0.76813,0.63771,1.00336,1.38543,0.001585,0.001585,0.001585
172,1533.48,0.63506,0.83881,1.18046,0.82865,0.85261,0.89239,0.75109,0.71702,1.04376,1.44453,0.0015355,0.0015355,0.0015355
173,1542.47,0.62037,0.81145,1.16348,0.85733,0.8603,0.89261,0.7348,0.79147,1.00504,1.49448,0.001486,0.001486,0.001486
174,1550.94,0.62224,0.84736,1.1713,0.86498,0.87789,0.90951,0.76745,0.70488,0.92864,1.42832,0.0014365,0.0014365,0.0014365
175,1558.94,0.62191,0.84216,1.18,0.85064,0.86506,0.90531,0.78292,0.62608,0.98354,1.36398,0.001387,0.001387,0.001387
176,1567.23,0.61081,0.82758,1.15374,0.86961,0.83565,0.90828,0.76511,0.70484,1.08879,1.41556,0.0013375,0.0013375,0.0013375
177,1575.79,0.62496,0.83228,1.16566,0.89194,0.81522,0.89785,0.75628,0.71028,1.18754,1.41614,0.001288,0.001288,0.001288
