epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,629.191,1.43319,1.19286,1.28683,0.64342,0.54793,0.61111,0.32503,1.92568,1.74231,1.89808,0.00406,0.00406,0.00406
122,634.45,1.45098,1.22077,1.29281,0.59645,0.56302,0.59467,0.3138,1.92495,1.66205,1.91389,0.0040105,0.0040105,0.0040105
123,639.71,1.47738,1.22253,1.2935,0.58731,0.59864,0.6035,0.31909,1.8848,1.59252,1.85458,0.003961,0.003961,0.003961
124,644.882,1.43767,1.20604,1.2907,0.58513,0.55115,0.5822,0.3018,1.97118,1.76479,1.95263,0.0039115,0.0039115,0.0039115
125,650.131,1.44646,1.19514,1.28461,0.59268,0.57772,0.58873,0.30992,1.92115,1.56463,1.90701,0.003862,0.003862,0.003862
126,655.12,1.41377,1.17996,1.27661,0.62395,0.56237,0.59319,0.30963,1.9487,1.59356,1.93734,0.0038125,0.0038125,0.0038125
127,660.315,1.44433,1.20599,1.2945,0.61999,0.5521,0.59967,0.31416,1.95888,1.67492,1.9747,0.003763,0.003763,0.003763
128,665.581,1.42643,1.19216,1.28686,0.57649,0.55088,0.57928,0.29763,1.95056,1.74373,1.93747,0.0037135,0.0037135,0.0037135
129,670.953,1.4653,1.19579,1.30334,0.62001,0.57242,0.59511,0.30654,1.91577,1.61231,1.90492,0.003664,0.003664,0.003664
130,676.223,1.46034,1.21383,1.30527,0.58082,0.58715,0.59064,0.31223,1.9025,1.60146,1.89174,0.0036145,0.0036145,0.0036145
131,681.754,1.45761,1.20077,1.29118,0.55751,0.58925,0.59231,0.30626,1.9285,1.55017,1.90941,0.003565,0.003565,0.003565
132,687.157,1.41525,1.18569,1.28571,0.61568,0.5478,0.60031,0.31614,1.92253,1.58186,1.91656,0.0035155,0.0035155,0.0035155
133,692.405,1.42279,1.18767,1.27371,0.58848,0.58944,0.60456,0.31062,1.90989,1.53764,1.90149,0.003466,0.003466,0.003466
134,697.724,1.40065,1.17961,1.26218,0.65237,0.56467,0.5957,0.31456,1.92371,1.58408,1.90477,0.0034165,0.0034165,0.0034165
135,703.184,1.44578,1.19164,1.28217,0.66369,0.55624,0.59675,0.31161,1.90852,1.58703,1.90209,0.003367,0.003367,0.003367
